	batch order	entry name	function	keywords	ec number	similar hits (close to same %id of highest from either e. coli or phage)	my comments	internal name	internal group	ami rank	fol rank	mac rank	tet rank	oth rank	Unnamed: 23	total	count uncharacterized	count comments	count no results	count not confident	>= 95%	>= 90%	>= 75%	>= 50%	Unnamed: 0	rank	group_name	Gene	Non-unique Gene name	Annotation	entry	protein names	protein families	gene names	organism	length (aa)	identity (%)	score	evalue	No. isolates	No. sequences	Avg sequences per isolate	Min group size nuc	Max group size nuc	Avg group size nuc
125	126	PSIB2_ECOLX	Inhibition of the induction of the SOS pathway.	#Plasmid		A0A0H3JD71 / P10031	similar hits mention "PsiB protein" and "Protein PsiB"; potentially active or faulty inhibition of SOS pathway	group_5951	ligB	12	20	11	3	12											7141	12	ligB	group_5951		hypothetical protein	P10032	Protein PsiB	To PsiB protein of plasmid F.	psiB	Escherichia coli	144	99.3	288.5	3.50E-101	95	95	1	173	434	427
126	127	A0A0H3JMP4_ECO57		#Reference proteome		A0A0H3JHC3		group_3433	ligB	12	20	11	3	12											4646	12	ligB	group_3433		hypothetical protein	A0A0H3JMP4	IS609 transposase		ECs_5182	Escherichia coli O157:H7	143	97.9	292.738	6.80E-103	242	242	1	287	674	428
127	128	I3WVG7_9CAUD		#Reference proteome		A0A223W032 / A0A0U2BXK1 / A0A5Q2W829 / A8R8X2	not confident; similar low identity hits mention "Tail fiber protein" and "DNA cytosine methyltransferase" and "DUF2480 family protein" and "Transposase" and "Srh transcription modulator" with potential phage association	group_4950	ligB	12	20	11	3	12											7068	12	ligB	group_4950		hypothetical protein	I3WVG7	Transcriptional regulator		ZZ1p0109	Acinetobacter phage ZZ1	74	33.9	30.0314	1.9	97	112	1.16	140	602	569
128	129	COPB2_ECOLX	This protein is involved in the determination of copy number in gene replication. It binds to the repA promoter thus inhibiting the synthesis of the mRNA for the initiator protein RepA.	#DNA-binding #Repressor #Plasmid copy control #Transcription #Transcription regulation #Plasmid		Q7BSX2 / P62536 / P13959		group_29484	ligB	12	20	11	3	12											7675	12	ligB	group_29484		hypothetical protein	P03847	Replication regulatory protein repA2, Protein CopB		repA2, copB	Escherichia coli	84	63.1	104.375	3.60E-30	84	84	1	257	257	257
129	130	PSIA1_ECOLI	Not yet known.	#Plasmid		P17976 / O82911	similar identity hits mention "PsiA protein"; plasmid association	group_3225	ligB	12	20	11	3	12											7094	12	ligB	group_3225		hypothetical protein	P18148	Protein PsiA	To PsiA protein of plasmid R6-5.	psiA, ECOK12F064	Escherichia coli (strain K12)	239	99.6	486.108	2.90E-176	96	96	1	533	761	707
530										12	20	11	3	12											4154	12	ligB	group_16510	ydiB	shikimate dehydrogenase / quinate dehydrogenase										324	324	1	161	920	858
531										12	20	11	3	12											7006	12	ligB	group_7275	ligB	DNA ligase										99	99	1	188	1685	1600
532										12	20	11	3	12											7027	12	ligB	group_4075	finO	Fertility inhibition protein										98	98	1	332	578	551
533										12	20	11	3	12											4167	12	ligB	group_25653	fliG	flagellar motor switch protein FliG										320	320	1	995	995	995
534										12	20	11	3	12											6158	12	ligB	group_704	cbeA_2	CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system										125	152	1.22	248	428	376
535										12	20	11	3	12											3757	12	ligB	hdfR		HdfR DNA-binding transcriptional dual regulator										427	427	1	509	839	838
536										12	20	11	3	12											6774	12	ligB	group_4124		hypothetical protein										104	133	1.28	206	989	633
537										12	20	11	3	12											3661	12	ligB	yifB		putative ATP-dependent protease										458	458	1	179	1520	1484
538										12	20	11	3	12											3925	12	ligB	group_6484	yifB	putative ATP-dependent protease										384	403	1.05	188	1520	1381
539										12	20	11	3	12											6759	12	ligB	parM_2		Plasmid segregation protein ParM										104	104	1	527	962	937
540										12	20	11	3	12											6748	12	ligB	yeeW_1		CP4-44 prophage; predicted protein										104	110	1.06	176	704	338
541										12	20	11	3	12											5968	12	ligB	group_4036	yeeS_1	CP4-44 prophage; predicted DNA repair protein										134	142	1.06	242	476	474
542										12	20	11	3	12											3891	12	ligB	group_21955	hdfR	HdfR DNA-binding transcriptional dual regulator										392	392	1	320	839	837
543										12	20	11	3	12											3677	12	ligB	nepI		purine ribonucleoside efflux transporter										453	453	1	365	1340	1228
544										12	20	11	3	12											3709	12	ligB	ymgD		putative protein										443	443	1	161	329	312
545										12	20	11	3	12											5928	12	ligB	group_8160		hypothetical protein										136	184	1.36	233	638	455
546										12	20	11	3	12											4182	12	ligB	group_11309	ydiM	putative transporter										316	316	1	299	1214	1210
547										12	20	11	3	12											3735	12	ligB	group_15645	ilvB_2	acetohydroxybutanoate synthase / acetolactate synthase										433	433	1	440	1646	1408
548										12	20	11	3	12											6550	12	ligB	group_928	traI	Multifunctional conjugation protein TraI										111	123	1.11	98	5270	4867
549										12	20	11	3	12											7001	12	ligB	group_505	flu_2	CP4-44 prophage; antigen 43 (Ag43) phase-variable biofilm formation autotransporter										99	106	1.08	194	3338	2601
550										12	20	11	3	12											6018	12	ligB	insC-1_2		IS2 element protein InsA										132	616	4.67	206	686	637
551										12	20	11	3	12											2975	12	ligB	ligB		DNA ligase										647	647	1	647	1685	1665
552										12	20	11	3	12											3519	12	ligB	ydiB		shikimate dehydrogenase / quinate dehydrogenase										495	495	1	605	866	864
553										12	20	11	3	12											6973	12	ligB	ykfF_2		CP4-6 prophage; predicted protein										99	99	1	158	158	158
554										12	20	11	3	12											4089	12	ligB	ybcL		DLP12 prophage; predicted kinase inhibitor										339	339	1	242	551	550
555										12	20	11	3	12											6954	12	ligB	yeeS_3		CP4-44 prophage; predicted DNA repair protein										100	108	1.08	476	476	476
556										12	20	11	3	12											6949	12	ligB	group_3156	yeeT_1	CP4-44 prophage; predicted protein										100	107	1.07	92	221	219
557										12	20	11	3	12											3584	12	ligB	ilvB_2		acetohydroxybutanoate synthase / acetolactate synthase										477	477	1	500	1646	1516
558										12	20	11	3	12											3590	12	ligB	yfjQ_1		CP4-57 prophage; predicted protein										476	1715	3.61	92	1064	629
559										12	20	11	3	12											6285	12	ligB	ylpA		Lipoprotein YlpA										120	128	1.07	491	776	742
560										12	20	11	3	12											3602	12	ligB	ydiM		putative transporter										471	471	1	299	1214	1189
561										12	20	11	3	12											3616	12	ligB	fliG		flagellar motor switch protein FliG										470	470	1	260	995	993
562										12	20	11	3	12											6841	12	ligB	mta		HTH-type transcriptional activator mta										102	189	1.86	95	596	309
563										12	20	11	3	12											5790	12	ligB	flu_2		CP4-44 prophage; antigen 43 (Ag43) phase-variable biofilm formation autotransporter										144	169	1.18	182	3122	2433
564										12	20	11	3	12											3315	12	ligB	fliF		flagellar M-ring protein FliF; basal-body MS(membrane and supramembrane)-ring and collar protein										552	552	1	89	1664	1634
565										12	20	11	3	12											4185	12	ligB	emrE		multidrug efflux transporter EmrE										316	316	1	332	332	332
566										12	20	11	3	12											6148	12	ligB	ssb_3		ssDNA-binding protein										125	129	1.04	368	632	529
567										12	20	11	3	12											7736	12	ligB	group_8776	dinD	DNA-damage-inducible protein										83	83	1	233	824	725
568										12	20	11	3	12											4802	12	ligB	ydaV_2		Rac prophage; predicted DNA replication protein										221	452	2.05	104	833	731
569										12	20	11	3	12											5137	12	ligB	group_3154	yeeT_2	CP4-44 prophage; predicted protein										182	199	1.1	221	476	223
570										12	20	11	3	12											7502	12	ligB	group_3179	yeeT_1	CP4-44 prophage; predicted protein										88	93	1.06	92	221	216
571										12	20	11	3	12											7566	12	ligB	group_5746		hypothetical protein										87	90	1.04	200	1904	1714
572										12	20	11	3	12											4659	12	ligB	group_1368	ydcM_1	putative transposase										240	240	1	269	1253	728
573										12	20	11	3	12											7676	12	ligB	chpB_2		ChpB toxin of the ChpB-ChpS toxin-antitoxin system										84	84	1	332	332	332
574										12	20	11	3	12											7539	12	ligB	repA		Regulatory protein RepA										87	87	1	425	839	733
575										12	20	11	3	12											7265	12	ligB	group_4037	yeeS_2	CP4-44 prophage; predicted DNA repair protein										93	101	1.09	398	476	474
576										12	20	11	3	12											7635	12	ligB	mazE_2		MazE antitoxin of the MazF-MazE toxin-antitoxin system										85	85	1	257	257	257
577										12	20	11	3	12											4619	12	ligB	group_15513	fliF	flagellar M-ring protein FliF; basal-body MS(membrane and supramembrane)-ring and collar protein										245	245	1	1106	1658	1650
578										12	20	11	3	12											5476	12	ligB	cbeA_3		CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system										161	183	1.14	167	437	382
579										12	20	11	3	12											4556	12	ligB	group_1072	insCD-1_1	IS2 element transposase InsAB'										253	639	2.53	266	1196	874
580										12	20	11	3	12											4246	12	ligB	ybcM		DLP12 prophage; predicted DNA-binding transcriptional regulator										305	305	1	701	797	796
581										12	20	11	3	12											4468	12	ligB	group_68347	insC-1_1	IS2 element protein InsA										264	643	2.44	365	365	365
582										12	20	11	3	12											7138	12	ligB	group_4022	yeeS_1	CP4-44 prophage; predicted DNA repair protein										95	105	1.11	398	476	475
583										12	20	11	3	12											4504	12	ligB	group_10884	nepI	purine ribonucleoside efflux transporter										260	260	1	305	1316	1219
584										12	20	11	3	12											4718	12	ligB	yeeP_1		CP4-44 prophage; predicted GTP-binding protein										231	275	1.2	113	1076	860
1987																									7217	25	lexA_1	group_14333		hypothetical protein										93	93	1	224	560	556
1988																									7028	25	lexA_1	yfdN		CPS-53 (KpLE1) prophage; predicted protein										98	102	1.05	488	494	489
1989																									7565	25	lexA_1	group_4911	ymfN	e14 prophage; predicted DNA-binding transcriptional regulator										87	88	1.02	1205	1733	1727
1990																									7443	25	lexA_1	group_19515		hypothetical protein										89	89	1	173	506	502
1991																									7281	25	lexA_1	group_12292		hypothetical protein										92	92	1	611	1241	1234
1992																									6422	25	lexA_1	lexA_1		LexA DNA-binding transcriptional repressor										115	121	1.06	269	326	325
1993																									7386	25	lexA_1	group_9795		hypothetical protein										91	91	1	410	410	410
1994																									7115	25	lexA_1	group_17168		hypothetical protein										95	95	1	200	227	200
1995																									7592	25	lexA_1	group_26854		hypothetical protein										86	86	1	164	170	169
1996																									7668	25	lexA_1	ymfR		e14 prophage; predicted protein										84	84	1	182	182	182
1997																									7268	25	lexA_1	group_4913	ymfN_2	hypothetical protein										93	96	1.04	779	1733	1206
26	27	A0A152UKI9_ECO57		#Reference proteome				group_15038	hybE	2	4	7	6	24											4328	2	hybE	group_15038		hypothetical protein	A0A152UKI9	Membrane protein		ECs_4748	Escherichia coli O157:H7	99	100	209.149	3.30E-71	290	290	1	299	344	300
27	28	OTNI_ECOLI	Catalyzes the isomerization of 2-oxo-tetronate to 3-oxo-tetronate.	#Isomerase #Carbohydrate metabolism #Magnesium #Metal-binding #3D-structure #Reference proteome	EC:5.3.1.35			group_18812	hybE	2	4	7	6	24											3824	2	hybE	group_18812		hypothetical protein	Q46891	2-oxo-tetronate isomerase, 5.3.1.35, 2-dehydrotetronate isomerase, Glyoxylate-induced protein YgbM	Belongs to the hyi family. OtnI subfamily.	otnI, ygbM, b2739, JW2709	Escherichia coli (strain K12)	258	100	535.413	0	411	411	1	161	776	769
28	29	A0A7T0Q3P4_9CAUD		#Reference proteome		A0A7R7D110 / A0A2S0M3I1	not confident; similar low identity mention "ISEc20 transposase" from other phages; possibly Stx2a-converting phage	group_68537	hybE	2	4	7	6	24											6735	2	hybE	group_68537		hypothetical protein	A0A7T0Q3P4	DEDD_Tnp_IS110 domain-containing protein		49, SEA_TURKISHDELIGHT_49	Streptomyces phage TurkishDelight	401	31.6	78.9518	2.30E-15	105	105	1	980	980	980
29	30	Q7DB96_ECO57		#Ligase #Membrane #Reference proteome				group_22224	hybE	2	4	7	6	24											4445	2	hybE	group_22224		hypothetical protein	Q7DB96	O-antigen ligase		waaL, ECs_4500	Escherichia coli O157:H7	402	100	798.505	0	268	268	1	698	1349	1206
30	31	Q8X3L2_ECO57		#Reference proteome				group_16740	hybE	2	4	7	6	24											3938	2	hybE	group_16740		hypothetical protein	Q8X3L2	Uncharacterized protein		ECs_5377	Escherichia coli O157:H7	136	100	277.33	5.00E-97	379	379	1	197	434	409
31	32	YFAP_ECOLI		#Reference proteome #Signal		Q8XE38		group_17682	hybE	2	4	7	6	24											3524	2	hybE	group_17682		hypothetical protein	P76462	Uncharacterized protein YfaP		yfaP, b2225, JW2219	Escherichia coli (strain K12)	258	100	520.39	0	494	494	1	146	776	774
32	33	A0A4Y5P0N6_9CAUD		#Reference proteome #Signal		A0A3G3M6M1 / A0A1W6JL77 / A0A1W6JKJ9 / A0A7S6RB12	not confident; similar low identity hits have widely diverse annotations from other phages	group_16900	hybE	2	4	7	6	24											4901	2	hybE	group_16900		hypothetical protein	A0A4Y5P0N6	Aminoglycoside phosphotransferase			Synechococcus phage S-B05	105	29.4	28.1054	4.2	207	207	1	185	395	271
164										2	4	7	6	24											3835	2	hybE	yahK		putative oxidoreductase, Zn-dependent and NAD(P)-binding										409	409	1	359	1049	1045
165										2	4	7	6	24											3950	2	hybE	fepA		ferric enterobactin / colicin B / colicin D outer membrane porin FepA										376	376	1	275	2249	2203
166										2	4	7	6	24											3956	2	hybE	gspL		putative protein secretion protein for export										375	375	1	320	1163	1155
167										2	4	7	6	24											3627	2	hybE	murR_2		MurR-MurNAc-6-P										468	468	1	671	890	889
168										2	4	7	6	24											3875	2	hybE	gspO		leader peptidase, integral membrane protein										398	398	1	245	467	465
169										2	4	7	6	24											3694	2	hybE	rarD		putative chloramphenicol resistance permease										448	448	1	134	890	877
170										2	4	7	6	24											3816	2	hybE	group_28566	gspG	putative protein secretion protein for export										413	413	1	437	437	437
171										2	4	7	6	24											3962	2	hybE	group_21933	dppC	dipeptide ABC transporter - putative membrane subunit										374	374	1	203	902	899
172										2	4	7	6	24											3973	2	hybE	group_15560	surE	broad specificity 5'(3')-nucleotidase and polyphosphatase										370	370	1	410	761	758
173										2	4	7	6	24											3817	2	hybE	group_15616	gspE	putative protein secretion protein for export										412	412	1	203	1493	1468
174										2	4	7	6	24											6020	2	hybE	group_9510	pitB	phosphate transporter										132	132	1	248	1499	1326
175										2	4	7	6	24											3979	2	hybE	group_18907	rarD	putative chloramphenicol resistance permease										369	369	1	593	890	888
176										2	4	7	6	24											3830	2	hybE	gspC		putative protein secretion protein for export										410	410	1	560	815	811
177										2	4	7	6	24											3867	2	hybE	alsE		allulose-6-phosphate 3-epimerase										400	400	1	674	695	694
178										2	4	7	6	24											3873	2	hybE	group_37810	bfd	bacterioferritin-associated ferredoxin										399	399	1	194	194	194
179										2	4	7	6	24											3825	2	hybE	bsdD		Phenolic acid decarboxylase subunit D										411	411	1	236	308	236
180										2	4	7	6	24											3996	2	hybE	hokE_2		HokE										365	365	1	152	251	155
181										2	4	7	6	24											3693	2	hybE	surE		broad specificity 5'(3')-nucleotidase and polyphosphatase										448	448	1	134	761	757
182										2	4	7	6	24											3942	2	hybE	rbsC_1		ribose ABC transporter - membrane subunit										379	379	1	956	956	956
183										2	4	7	6	24											3899	2	hybE	group_6099	gspO	leader peptidase, integral membrane protein										391	391	1	341	677	632
184										2	4	7	6	24											3670	2	hybE	yahA		phosphodiesterase, c-di-GMP-specific										455	455	1	524	1088	1086
185										2	4	7	6	24											3913	2	hybE	lptF_1		LptABCFG ABC transporter										387	387	1	329	1070	1061
186										2	4	7	6	24											4667	2	hybE	group_23752	hybE	hydrogenase 2-specific chaperone										239	239	1	407	974	489
187										2	4	7	6	24											4435	2	hybE	cotSA		Spore coat protein SA										270	270	1	935	1142	1138
188										2	4	7	6	24											3668	2	hybE	alsC		D-allose ABC transporter - membrane subunit										456	456	1	416	980	959
189										2	4	7	6	24											4434	2	hybE	waaI		UDP-D-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase										270	270	1	398	1007	1002
190										2	4	7	6	24											4433	2	hybE	waaY		lipopolysaccharide core heptose (II) kinase										270	270	1	518	707	706
191										2	4	7	6	24											4432	2	hybE	waaJ		UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase										270	270	1	1004	1013	1012
192										2	4	7	6	24											3666	2	hybE	marC		putative transporter										456	456	1	257	665	661
193										2	4	7	6	24											4431	2	hybE	waaG		lipopolysaccharide glucosyltransferase I										270	270	1	764	1124	1122
194										2	4	7	6	24											3848	2	hybE	pphB		protein-tyrosine-phosphatase / phosphoprotein phosphatase										405	405	1	92	656	651
195										2	4	7	6	24											3706	2	hybE	dppC		dipeptide ABC transporter - putative membrane subunit										445	445	1	164	902	899
196										2	4	7	6	24											3893	2	hybE	gspD		putative protein secretion protein for export										391	391	1	131	1964	1894
197										2	4	7	6	24											4422	2	hybE	group_6860	bisC	biotin sulfoxide reductase										272	272	1	578	2333	2292
198										2	4	7	6	24											3890	2	hybE	chiA		endochitinase										392	392	1	443	2711	2662
199										2	4	7	6	24											3678	2	hybE	alsA		D-allose ABC transporter - ATP binding subunit										453	453	1	413	1589	1511
200										2	4	7	6	24											3889	2	hybE	ubiD_1		3-octaprenyl-4-hydroxybenzoate carboxy-lyase monomer										392	392	1	209	1442	1350
201										2	4	7	6	24											4420	2	hybE	group_17904	ycjY_2	putative hydrolase										272	272	1	212	932	725
202										2	4	7	6	24											3815	2	hybE	gspH		putative protein secretion protein for export										413	413	1	509	509	509
203										2	4	7	6	24											4419	2	hybE	htrL		involved in lipopolysaccharide biosynthesis										272	272	1	299	872	860
204										2	4	7	6	24											3929	2	hybE	gspM		putative protein secretion protein										381	381	1	176	485	458
205										2	4	7	6	24											3646	2	hybE	alsB		D-allose ABC transporter - periplasmic binding protein										461	461	1	218	935	927
206										2	4	7	6	24											3687	2	hybE	bisC		biotin sulfoxide reductase										450	450	1	281	2333	2312
207										2	4	7	6	24											3902	2	hybE	group_18856	gspK	putative protein secretion protein for export										390	390	1	326	983	977
208										2	4	7	6	24											3941	2	hybE	rbsC_2		ribose ABC transporter - membrane subunit										379	379	1	971	971	971
209										2	4	7	6	24											3640	2	hybE	yahE		putative protein										463	463	1	500	863	860
210										2	4	7	6	24											3836	2	hybE	group_21923	gspF	putative protein secretion protein for export										409	409	1	995	1217	1194
211										2	4	7	6	24											3940	2	hybE	gspI		putative protein secretion protein for export										379	379	1	377	377	377
212										2	4	7	6	24											3618	2	hybE	ydcK		putative enzyme										470	470	1	335	986	970
213										2	4	7	6	24											3421	2	hybE	yghS		putative protein with nucleoside triphosphate hydrolase domain protein										520	520	1	299	806	696
214										2	4	7	6	24											3798	2	hybE	gspB		calcium-binding protein required for initiation of chromosome replication										416	416	1	377	422	418
215										2	4	7	6	24											3535	2	hybE	fimZ_3		FimZ transcriptional regulator										491	491	1	443	653	649
216										2	4	7	6	24											4092	2	hybE	ydcL		putative lipoprotein										338	338	1	212	668	661
217										2	4	7	6	24											4244	2	hybE	ytfR_1		galactofuranose / galactopyranose ABC transporter - putative ATP binding subunit										305	305	1	644	1484	1440
218										2	4	7	6	24											3433	2	hybE	atoE		putative short chain fatty acid transporter										519	519	1	1250	1322	1321
219										2	4	7	6	24											3434	2	hybE	mpaA		murein peptide amidase A										518	518	1	455	728	723
220										2	4	7	6	24											3794	2	hybE	hosA		Transcriptional regulator HosA										416	416	1	263	407	406
221										2	4	7	6	24											4238	2	hybE	group_23565	mpaA	murein peptide amidase A										306	306	1	272	728	714
222										2	4	7	6	24											3507	2	hybE	hyfR_1		HyfR DNA-binding transcriptional activator										497	497	1	263	1385	1378
223										2	4	7	6	24											4231	2	hybE	group_8714	yahL	putative protein										308	308	1	182	815	791
224										2	4	7	6	24											6174	2	hybE	group_11373	yghT	putative protein with nucleoside triphosphate hydrolase domain protein										123	123	1	122	692	659
225										2	4	7	6	24											4230	2	hybE	group_8572	ydeE	putative transport protein YdeE										308	308	1	188	1211	1153
226										2	4	7	6	24											4222	2	hybE	group_21805	apbE	putative thiamine biosynthesis lipoprotein										309	309	1	263	1055	1051
227										2	4	7	6	24											4221	2	hybE	group_21483	fimZ_3	FimZ transcriptional regulator										309	309	1	149	650	647
228										2	4	7	6	24											3496	2	hybE	ynaI		mechanosensitive channel YnaI monomer										500	500	1	905	1031	1030
229										2	4	7	6	24											4131	2	hybE	group_25880	pldA	outer membrane phospholipase										329	329	1	323	869	867
230										2	4	7	6	24											4138	2	hybE	group_10130	fepA	ferric enterobactin / colicin B / colicin D outer membrane porin FepA										327	327	1	983	2249	2236
231										2	4	7	6	24											5559	2	hybE	group_16995	lptF_1	LptABCFG ABC transporter										155	155	1	329	1070	1060
232										2	4	7	6	24											3466	2	hybE	apbE		putative thiamine biosynthesis lipoprotein										509	509	1	158	1055	1053
233										2	4	7	6	24											5556	2	hybE	group_10257	yghS	putative protein with nucleoside triphosphate hydrolase domain protein										155	155	1	221	698	680
234										2	4	7	6	24											4202	2	hybE	group_6835	ydcK	putative enzyme										314	314	1	335	980	967
235										2	4	7	6	24											3766	2	hybE	waaP		lipopolysaccharide core heptose (I) kinase										425	425	1	305	797	795
236										2	4	7	6	24											4179	2	hybE	group_21716	ynaI	mechanosensitive channel YnaI monomer										317	317	1	233	1031	1028
237										2	4	7	6	24											3407	2	hybE	atoD		acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit										523	523	1	338	662	661
238										2	4	7	6	24											4078	2	hybE	lsrB_2		Autoinducer-2 ABC transporter - periplasmic binding protein										342	342	1	521	986	984
239										2	4	7	6	24											3861	2	hybE	group_32443	bfr	bacterioferritin monomer										401	401	1	476	476	476
240										2	4	7	6	24											3810	2	hybE	fadD_1		fatty acyl-CoA synthetase										414	448	1.09	254	2654	1627
241										2	4	7	6	24											3808	2	hybE	bfr		bacterioferritin monomer										414	414	1	476	476	476
242										2	4	7	6	24											3546	2	hybE	pldA		outer membrane phospholipase										488	488	1	545	869	868
243										2	4	7	6	24											3369	2	hybE	pitB		phosphate transporter										537	537	1	395	1499	1484
244										2	4	7	6	24											4076	2	hybE	group_15394	yahK	putative oxidoreductase, Zn-dependent and NAD(P)-binding										342	342	1	593	1049	1046
245										2	4	7	6	24											4307	2	hybE	casA		Cascade subunit A										295	295	1	668	1751	1547
246										2	4	7	6	24											5671	2	hybE	group_5646	fadD_1	fatty acyl-CoA synthetase										150	151	1.01	215	2600	1659
247										2	4	7	6	24											3569	2	hybE	group_2953		hypothetical protein										482	482	1	329	4604	3539
248										2	4	7	6	24											3809	2	hybE	bfd		bacterioferritin-associated ferredoxin										414	414	1	194	194	194
249										2	4	7	6	24											3806	2	hybE	ubiX_1		3-octaprenyl-4-hydroxybenzoate decarboxylase together with UbiG										414	414	1	338	593	591
250										2	4	7	6	24											4033	2	hybE	yjaA		stress response protein										353	353	1	383	446	383
251										2	4	7	6	24											3813	2	hybE	group_17750	gspJ	putative protein secretion protein for export										413	413	1	437	587	584
252										2	4	7	6	24											3862	2	hybE	gspA		general secretory pathway component, cryptic										401	401	1	290	1469	1429
253										2	4	7	6	24											3402	2	hybE	atoA		acetyl-CoA:acetoacetyl-CoA transferase, beta subunit										524	524	1	545	650	649
254										2	4	7	6	24											3386	2	hybE	yghT		putative protein with nucleoside triphosphate hydrolase domain protein										530	530	1	236	743	686
255										2	4	7	6	24											4006	2	hybE	group_28385	marC	putative transporter										362	362	1	257	665	660
256										2	4	7	6	24											3368	2	hybE	hybE		hydrogenase 2-specific chaperone										537	537	1	488	488	488
1998																									3746	26	hisB	group_68905		tRNA-Gly(gcc)										430	431	1.01	75	75	75
1999																									5896	26	hisB	group_11834	yeeE	putative transport system permease protein										137	137	1	185	1058	984
2000																									3305	26	hisB	xapR		XapR transcriptional activator										555	555	1	425	971	877
2001																									3743	26	hisB	group_37569		hypothetical protein										430	430	1	302	302	302
2002																									3104	26	hisB	hisB		imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase										617	617	1	728	1067	1066
2003																									3698	26	hisB	epmA		EF-P-lysine lysyltransferase										447	447	1	533	977	976
2004																									3637	26	hisB	wzzB		regulator of length of O-antigen component of lipopolysaccharide chains										464	464	1	455	1034	970
2005																									4819	26	hisB	group_4857	wzzB	regulator of length of O-antigen component of lipopolysaccharide chains										219	219	1	206	980	968
2006																									3927	26	hisB	group_68906		tRNA-Gly(gcc)										383	389	1.02	75	75	75
2007																									3301	26	hisB	group_68734		tRNA-Lys(ttt)										557	557	1	75	75	75
2008																									3143	26	hisB	yefM		YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor										606	606	1	191	251	250
2009																									4967	26	hisB	group_23650	hisB	imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase										199	199	1	284	1067	1063
2010																									4283	26	hisB	group_17653	plaP	putrescine:H  symporter PlaP										300	300	1	851	1358	1353
2011																									3452	26	hisB	plaP		putrescine:H  symporter PlaP										513	513	1	155	1358	1355
2012																									3160	26	hisB	yoeB		toxin of the YoeB-YefM toxin-antitoxin pair										599	599	1	140	254	253
2013																									3977	26	hisB	group_28658	epmA	EF-P-lysine lysyltransferase										370	370	1	446	977	975
2014																									3378	26	hisB	yfeH		putative cytochrome oxidase										533	533	1	497	998	995
2015																									4360	26	hisB	group_23691	yfeH	putative cytochrome oxidase										284	284	1	434	998	994
2016																									4633	26	hisB	flxA		Qin prophage; predicted protein										243	243	1	341	341	341
2017																									3361	26	hisB	xapB		xanthosine:H  symporter XapB										539	539	1	443	1274	1250
2018																									3297	26	hisB	group_13884		hypothetical protein										558	563	1.01	113	764	753
2019																									4767	26	hisB	group_28469	ligA	DNA ligase										225	225	1	1055	2015	2010
2020																									4555	26	hisB	group_68735		tRNA-Lys(ttt)										254	254	1	75	75	75
2021																									3344	26	hisB	xapA		xanthosine phosphorylase										543	543	1	206	833	830
2022																									3188	26	hisB	ligA		DNA ligase										592	592	1	932	2015	2013
3323																									5395	39	group_68867	group_308	insB-1	IS1 protein InsB										166	166	1	203	503	283
3324																									7034	39	group_68867	group_6547		hypothetical protein										98	198	2.03	263	347	344
3325																									5962	39	group_68867	group_32270	fecB	ferric dicitrate ABC transporter - periplasmic binding protein										134	134	1	902	902	902
3326																									2402	39	group_68867	group_32025		tRNA-Leu(taa)										755	755	1	86	86	86
3327																									2341	39	group_68867	rsmF		16S rRNA methyltransferase										765	765	1	209	1520	1444
3328																									2373	39	group_68867	ygjP		putative metal-dependent hydrolase										759	759	1	185	503	501
3329																									3286	39	group_68867	cadC		CadC DNA-binding transcriptional activator										562	562	1	344	1538	1516
3330																									2576	39	group_68867	ebgA		evolved beta-D-galactosidase, alpha subunit; cryptic gene										724	724	1	875	3128	3084
3331																									7585	39	group_68867	group_23494	aspC	aspartate aminotransferase, PLP-dependent										86	86	1	326	1190	1139
3332																									6136	39	group_68867	group_714	cbeA_2	CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system										126	133	1.06	161	1208	372
3333																									6888	39	group_68867	group_15427	pepN	aminopeptidase N										101	101	1	377	2612	2559
3334																									7636	39	group_68867	group_239	yfjQ_1	CP4-57 prophage; predicted protein										85	99	1.17	440	1067	797
3335																									6879	39	group_68867	group_7965	ompF	The Colicin A Import System										102	102	1	188	1088	989
3336																									7534	39	group_68867	group_1787	yeeW_1	hypothetical protein										87	87	1	176	629	219
3337																									2385	39	group_68867	fiu		putative outer membrane receptor for iron transport										758	758	1	224	2324	2256
3338																									7040	39	group_68867	group_896		hypothetical protein										98	221	2.26	347	1538	1460
3339																									5392	39	group_68867	group_22029	fecC	ferric dicitrate ABC transporter - membrane subunit										166	166	1	392	998	990
3340																									4937	39	group_68867	group_9550	cadC	CadC DNA-binding transcriptional activator										203	203	1	155	1538	1470
3341																									3345	39	group_68867	yjdC		putative transcriptional regulator										543	543	1	374	575	573
3342																									5787	39	group_68867	insAB-1_4		InsAB' transposase										144	144	1	188	275	211
3343																									6279	39	group_68867	group_4009	elfD	putative periplasmic pilin chaperone										120	120	1	188	2600	716
3344																									2361	39	group_68867	group_68902		tRNA-Gly(gcc)										762	762	1	75	75	75
